round,client,confidence_mean,need_mean,source_file,slot_0,slot_1,slot_2,slot_3
22650,3,0.370594,0.629406,client3.log,0.3342,0.4071,0.3169,0.4241
22650,4,0.370297,0.629703,client4.log,0.3686,0.439,0.3127,0.3609
22700,0,0.377623,0.622377,client0.log,0.3368,0.2655,0.506,0.4022
22700,1,0.382015,0.617985,client1.log,0.3022,0.4699,0.2573,0.4986
22700,2,0.399752,0.600248,client2.log,0.2498,0.5619,0.2364,0.5509
22700,3,0.368509,0.631491,client3.log,0.3417,0.3775,0.3503,0.4045
22700,4,0.377428,0.622572,client4.log,0.2888,0.4314,0.2986,0.4908
22750,0,0.375777,0.624223,client0.log,0.4698,0.437,0.311,0.2854
22750,1,0.369697,0.630303,client1.log,0.3618,0.3072,0.412,0.3979
22750,2,0.377398,0.622602,client2.log,0.2912,0.4517,0.2947,0.4721
22750,3,0.369949,0.630051,client3.log,0.432,0.3465,0.3778,0.3235
22750,4,0.373377,0.626623,client4.log,0.3333,0.4537,0.2897,0.4167
22800,0,0.368192,0.631808,client0.log,0.3639,0.4075,0.3351,0.3663
22800,1,0.369059,0.630941,client1.log,0.3231,0.3905,0.3507,0.4119
22800,2,0.370541,0.629459,client2.log,0.3246,0.407,0.3269,0.4237
22800,3,0.369935,0.630065,client3.log,0.3261,0.3405,0.3835,0.4297
22800,4,0.375493,0.624506,client4.log,0.4781,0.4216,0.2923,0.31
22850,0,0.367942,0.632058,client0.log,0.3422,0.3702,0.3663,0.3931
22850,1,0.36806,0.63194,client1.log,0.3897,0.3607,0.3849,0.3369
22850,2,0.368471,0.631529,client2.log,0.3718,0.3747,0.3951,0.3322
22850,3,0.369504,0.630496,client3.log,0.3356,0.3338,0.4176,0.391
22850,4,0.368112,0.631888,client4.log,0.3652,0.3999,0.3479,0.3594
22900,0,0.370699,0.629301,client0.log,0.3911,0.4412,0.3143,0.3362
22900,1,0.369999,0.630001,client1.log,0.3407,0.4035,0.3141,0.4217
22900,2,0.368775,0.631225,client2.log,0.3418,0.3789,0.3423,0.4122
22900,3,0.369768,0.630232,client3.log,0.382,0.421,0.3156,0.3604
22900,4,0.368642,0.631358,client4.log,0.363,0.3861,0.3989,0.3266
22950,0,0.367713,0.632287,client0.log,0.3465,0.3931,0.3716,0.3597
22950,1,0.367544,0.632456,client1.log,0.3899,0.3638,0.3746,0.3418
22950,2,0.36914,0.63086,client2.log,0.4141,0.336,0.3863,0.3401
22950,3,0.368025,0.631975,client3.log,0.3611,0.3936,0.3621,0.3553
22950,4,0.396121,0.603879,client4.log,0.1899,0.496,0.3606,0.5381
23000,0,0.367651,0.632349,client0.log,0.3687,0.37,0.3767,0.3552
23000,1,0.367672,0.632328,client1.log,0.3556,0.3858,0.3517,0.3776
23000,2,0.368028,0.631971,client2.log,0.3764,0.3676,0.383,0.3451
23000,3,0.370522,0.629478,client3.log,0.3986,0.3248,0.4309,0.3278
23000,4,0.371875,0.628125,client4.log,0.3943,0.2959,0.4466,0.3506
23050,0,0.369468,0.630532,client0.log,0.3397,0.3243,0.3999,0.414
23050,1,0.38344,0.61656,client1.log,0.2915,0.5024,0.2572,0.4826
23050,2,0.375289,0.624711,client2.log,0.4574,0.3208,0.4388,0.2841
23050,3,0.372579,0.627421,client3.log,0.3275,0.4584,0.3056,0.3987
23050,4,0.376552,0.623448,client4.log,0.3128,0.4236,0.2834,0.4864
23100,0,0.368846,0.631154,client0.log,0.3887,0.325,0.4058,0.3559
23100,1,0.369879,0.630121,client1.log,0.3716,0.4076,0.3007,0.3996
23100,2,0.368287,0.631713,client2.log,0.3472,0.3573,0.4083,0.3603
23100,3,0.369791,0.630209,client3.log,0.3768,0.3207,0.4278,0.3539
23100,4,0.370733,0.629267,client4.log,0.4263,0.3493,0.402,0.3054
23150,0,0.37053,0.62947,client0.log,0.4232,0.3297,0.4143,0.315
23150,1,0.367577,0.632423,client1.log,0.3742,0.3578,0.3801,0.3583
23150,2,0.371956,0.628044,client2.log,0.4235,0.3317,0.4296,0.3031
23150,3,0.370051,0.629949,client3.log,0.407,0.3462,0.4115,0.3155
23150,4,0.367689,0.632311,client4.log,0.3602,0.3637,0.3806,0.3663
23200,0,0.381073,0.618927,client0.log,0.28,0.4736,0.2802,0.4905
23200,1,0.378316,0.621684,client1.log,0.4087,0.2425,0.4781,0.3839
23200,2,0.379209,0.620791,client2.log,0.4527,0.2522,0.4744,0.3376
23200,3,0.368377,0.631623,client3.log,0.379,0.3915,0.3355,0.3675
23200,4,0.369323,0.630677,client4.log,0.3948,0.3348,0.4135,0.3342
23250,0,0.369571,0.630429,client0.log,0.3137,0.4269,0.366,0.3718
23250,1,0.389273,0.610727,client1.log,0.257,0.5126,0.2642,0.5234
23250,2,0.370996,0.629004,client2.log,0.4139,0.3162,0.4249,0.329
23250,3,0.37005,0.62995,client3.log,0.3234,0.3892,0.34,0.4277
23250,4,0.369793,0.630207,client4.log,0.3634,0.4287,0.3157,0.3714
23300,0,0.368602,0.631398,client0.log,0.4044,0.3453,0.3897,0.335
23300,1,0.367622,0.632378,client1.log,0.3495,0.3755,0.365,0.3805
23300,2,0.394238,0.605762,client2.log,0.5757,0.2491,0.4941,0.258
23300,3,0.375872,0.624128,client3.log,0.3052,0.4453,0.2917,0.4614
23300,4,0.368415,0.631585,client4.log,0.4002,0.3564,0.3807,0.3363
23350,0,0.379018,0.620982,client0.log,0.268,0.448,0.3099,0.4902
23350,1,0.373271,0.626729,client1.log,0.3366,0.2968,0.3837,0.4761
23350,2,0.367871,0.632129,client2.log,0.3522,0.3773,0.3629,0.3791
23350,3,0.370163,0.629837,client3.log,0.4052,0.3108,0.4132,0.3514
23350,4,0.367967,0.632033,client4.log,0.3476,0.3773,0.3855,0.3615
23400,0,0.376794,0.623206,client0.log,0.3066,0.4502,0.2824,0.4679
23400,1,0.369987,0.630013,client1.log,0.3792,0.3127,0.4354,0.3527
23400,2,0.373871,0.626129,client2.log,0.4141,0.3511,0.4525,0.2777
23400,3,0.368778,0.631222,client3.log,0.3294,0.3749,0.4048,0.3661
23400,4,0.367744,0.632256,client4.log,0.3636,0.3696,0.3532,0.3847
23450,0,0.367444,0.632556,client0.log,0.365,0.3721,0.364,0.3687
23450,1,0.368136,0.631863,client1.log,0.3504,0.3447,0.3672,0.4103
23450,2,0.376136,0.623864,client2.log,0.2999,0.4449,0.2941,0.4656
23450,3,0.372843,0.627157,client3.log,0.4382,0.4241,0.2927,0.3364
23450,4,0.371452,0.628548,client4.log,0.3233,0.4375,0.3149,0.4101
23500,0,0.371163,0.628837,client0.log,0.3521,0.4604,0.3152,0.357
23500,1,0.374365,0.625635,client1.log,0.2889,0.3673,0.3492,0.4921
23500,2,0.407651,0.592349,client2.log,0.2113,0.5812,0.2554,0.5827
23500,3,0.377278,0.622722,client3.log,0.2773,0.3998,0.3261,0.5059
23500,4,0.372003,0.627997,client4.log,0.2972,0.3679,0.3635,0.4595
23550,0,0.369586,0.630414,client0.log,0.3986,0.4038,0.3694,0.3065
23550,1,0.377687,0.622313,client1.log,0.4392,0.2821,0.4885,0.3009
23550,2,0.370931,0.629069,client2.log,0.3619,0.443,0.3057,0.3731
23550,3,0.372451,0.627549,client3.log,0.3311,0.4419,0.2998,0.4169
23550,4,0.41493,0.58507,client4.log,0.206,0.607,0.241,0.6057
23600,0,0.373356,0.626644,client0.log,0.3756,0.2765,0.4596,0.3818
23600,1,0.375266,0.624734,client1.log,0.2673,0.4361,0.3461,0.4516
23600,2,0.368799,0.631201,client2.log,0.3385,0.3539,0.3683,0.4145
23600,3,0.38104,0.61896,client3.log,0.511,0.3049,0.4436,0.2647
23600,4,0.382876,0.617124,client4.log,0.2878,0.5209,0.2676,0.4552
23650,0,0.368404,0.631596,client0.log,0.3472,0.3404,0.4139,0.3721
23650,1,0.367551,0.632449,client1.log,0.3725,0.358,0.3804,0.3592
23650,2,0.381889,0.618111,client2.log,0.2745,0.4752,0.284,0.4939
23650,3,0.373439,0.626562,client3.log,0.4476,0.3176,0.4276,0.3009
23650,4,0.386948,0.613052,client4.log,0.5408,0.2386,0.462,0.3064
23700,0,0.372931,0.627069,client0.log,0.4521,0.3203,0.4191,0.3002
23700,1,0.372105,0.627895,client1.log,0.2993,0.4029,0.3323,0.4539
23700,2,0.369116,0.630884,client2.log,0.3572,0.4023,0.3235,0.3935
23700,3,0.379001,0.620999,client3.log,0.3123,0.4699,0.2672,0.4666
23700,4,0.383666,0.616334,client4.log,0.5404,0.2911,0.4383,0.2648
23750,0,0.368241,0.631759,client0.log,0.3815,0.3292,0.3816,0.3807
23750,1,0.370375,0.629625,client1.log,0.402,0.2991,0.419,0.3614
23750,2,0.372876,0.627124,client2.log,0.4326,0.2853,0.4251,0.3485
23750,3,0.368766,0.631234,client3.log,0.4053,0.35,0.3833,0.3364
23750,4,0.368779,0.631221,client4.log,0.3542,0.4073,0.3301,0.3836
23800,0,0.375105,0.624895,client0.log,0.3002,0.4378,0.2998,0.4626
23800,1,0.369225,0.630775,client1.log,0.3642,0.3144,0.4163,0.382
23800,2,0.36787,0.63213,client2.log,0.3538,0.3693,0.3661,0.3823
23800,3,0.376554,0.623446,client3.log,0.4683,0.2958,0.4461,0.296
23800,4,0.369142,0.630858,client4.log,0.3263,0.402,0.3468,0.4015
23850,0,0.368267,0.631733,client0.log,0.3258,0.4115,0.3419,0.3937
23850,1,0.379061,0.620939,client1.log,0.4596,0.2596,0.4763,0.3208
23850,2,0.376731,0.623268,client2.log,0.4756,0.2878,0.4414,0.3021
23850,3,0.38477,0.61523,client3.log,0.5299,0.2834,0.4622,0.2636
23850,4,0.372127,0.627873,client4.log,0.4126,0.3006,0.4421,0.3333
23900,0,0.367566,0.632434,client0.log,0.3683,0.3608,0.3741,0.3672
23900,1,0.367539,0.632461,client1.log,0.3752,0.3628,0.3646,0.3675
23900,2,0.368026,0.631974,client2.log,0.378,0.385,0.3568,0.3523
23900,3,0.371029,0.628971,client3.log,0.3109,0.3682,0.3555,0.4496
23900,4,0.368464,0.631536,client4.log,0.354,0.3379,0.3796,0.4024
23950,0,0.367576,0.632424,client0.log,0.3804,0.3674,0.3723,0.3502
23950,1,0.367493,0.632507,client1.log,0.3725,0.3721,0.3629,0.3625
23950,2,0.3738,0.6262,client2.log,0.4484,0.3221,0.4305,0.2942
23950,3,0.368594,0.631406,client3.log,0.4038,0.3344,0.3719,0.3643
23950,4,0.373628,0.626372,client4.log,0.2888,0.3298,0.4313,0.4446
24000,0,0.374492,0.625508,client0.log,0.439,0.3013,0.4538,0.3039
24000,1,0.367735,0.632265,client1.log,0.3583,0.3578,0.3632,0.3917
24000,2,0.368926,0.631074,client2.log,0.3635,0.3847,0.325,0.4025
24000,3,0.378319,0.621681,client3.log,0.2625,0.3972,0.3451,0.5085
24000,4,0.369514,0.630486,client4.log,0.3244,0.3555,0.3695,0.4285
24050,0,0.372932,0.627068,client0.log,0.374,0.3208,0.3145,0.4824
24050,1,0.370139,0.629861,client1.log,0.4193,0.4072,0.3375,0.3165
24050,2,0.374152,0.625848,client2.log,0.4102,0.2818,0.4621,0.3425
24050,3,0.369795,0.630205,client3.log,0.329,0.4176,0.3347,0.398
24050,4,0.370268,0.629732,client4.log,0.4224,0.3493,0.3999,0.3096
24100,0,0.372029,0.627971,client0.log,0.4087,0.3067,0.4489,0.3239
24100,1,0.367724,0.632276,client1.log,0.3797,0.3589,0.3543,0.378
24100,2,0.368068,0.631932,client2.log,0.3756,0.3388,0.3822,0.3756
24100,3,0.368928,0.631072,client3.log,0.3373,0.346,0.381,0.4114
24100,4,0.368347,0.631653,client4.log,0.3567,0.3418,0.4032,0.3717
24150,0,0.368011,0.631989,client0.log,0.3848,0.3763,0.3723,0.3386
24150,1,0.367526,0.632474,client1.log,0.3612,0.3844,0.3603,0.3643
24150,2,0.369314,0.630686,client2.log,0.3404,0.4065,0.3303,0.4
24150,3,0.370427,0.629573,client3.log,0.3228,0.3408,0.3772,0.4408
24150,4,0.36855,0.63145,client4.log,0.3405,0.4093,0.3488,0.3756
24200,0,0.3681,0.6319,client0.log,0.3439,0.388,0.3486,0.3918
24200,1,0.367462,0.632537,client1.log,0.3656,0.3676,0.3699,0.3668
24200,2,0.391738,0.608262,client2.log,0.2581,0.4942,0.2571,0.5575
24200,3,0.368834,0.631166,client3.log,0.3392,0.3556,0.4152,0.3653
24200,4,0.373778,0.626222,client4.log,0.3209,0.41,0.2977,0.4665
24250,0,0.372538,0.627462,client0.log,0.44,0.3337,0.4232,0.2932
24250,1,0.368046,0.631954,client1.log,0.3796,0.3458,0.3909,0.3558
24250,2,0.372828,0.627172,client2.log,0.2986,0.4195,0.3258,0.4474
24250,3,0.3701,0.6299,client3.log,0.387,0.3966,0.3017,0.3951
24250,4,0.372579,0.627421,client4.log,0.4429,0.3198,0.4215,0.3061
24300,0,0.370642,0.629358,client0.log,0.4,0.3919,0.2901,0.4006
24300,1,0.374317,0.625683,client1.log,0.4622,0.3334,0.421,0.2808
24300,2,0.372134,0.627867,client2.log,0.2936,0.3864,0.3563,0.4523
24300,3,0.369257,0.630743,client3.log,0.3414,0.3977,0.3316,0.4063
24300,4,0.374365,0.625635,client4.log,0.291,0.4098,0.3246,0.472
24350,0,0.368644,0.631356,client0.log,0.3697,0.3224,0.3892,0.3933
24350,1,0.369329,0.630671,client1.log,0.3085,0.3884,0.3749,0.4055
24350,2,0.375669,0.624331,client2.log,0.4262,0.3145,0.4748,0.2872
24350,3,0.369109,0.630891,client3.log,0.3999,0.3428,0.4003,0.3334
24350,4,0.36915,0.63085,client4.log,0.4149,0.3474,0.3852,0.3292
24400,0,0.374257,0.625743,client0.log,0.3199,0.4934,0.3051,0.3786
24400,1,0.367578,0.632422,client1.log,0.3614,0.3605,0.3719,0.3765
24400,2,0.368263,0.631737,client2.log,0.3546,0.348,0.375,0.3954
24400,3,0.368448,0.631552,client3.log,0.3456,0.3935,0.3465,0.3881
24400,4,0.378071,0.621929,client4.log,0.4197,0.2451,0.4677,0.3798
24450,0,0.370772,0.629228,client0.log,0.3411,0.4562,0.3237,0.3621
24450,1,0.367975,0.632025,client1.log,0.3881,0.3576,0.3849,0.3413
24450,2,0.36806,0.63194,client2.log,0.3474,0.3898,0.3639,0.3712
24450,3,0.367859,0.632141,client3.log,0.3564,0.3737,0.3639,0.3775
24450,4,0.370634,0.629366,client4.log,0.4332,0.3257,0.4004,0.3231
24500,0,0.370832,0.629168,client0.log,0.3098,0.378,0.3467,0.4488
24500,1,0.38992,0.61008,client1.log,0.5035,0.2462,0.5358,0.2742
24500,2,0.369096,0.630904,client2.log,0.3627,0.4255,0.342,0.3462
24500,3,0.370118,0.629882,client3.log,0.3512,0.4213,0.3132,0.3947
24500,4,0.371008,0.628992,client4.log,0.4006,0.3465,0.433,0.304
24550,0,0.368445,0.631555,client0.log,0.3805,0.4031,0.3575,0.3327
24550,1,0.370017,0.629983,client1.log,0.3823,0.3095,0.3611,0.4272
24550,2,0.369111,0.630889,client2.log,0.4106,0.3598,0.3821,0.324
24550,3,0.371023,0.628977,client3.log,0.4451,0.3297,0.3876,0.3217
24550,4,0.371877,0.628123,client4.log,0.33,0.4623,0.3152,0.3801
24600,0,0.37047,0.62953,client0.log,0.3442,0.4247,0.3087,0.4043
24600,1,0.368072,0.631928,client1.log,0.384,0.351,0.3945,0.3427
24600,2,0.367835,0.632165,client2.log,0.3698,0.3554,0.3665,0.3797
24600,3,0.372643,0.627357,client3.log,0.4064,0.3294,0.4532,0.3016
24600,4,0.371923,0.628077,client4.log,0.3071,0.4061,0.3284,0.4461
24650,0,0.39068,0.60932,client0.log,0.5203,0.2591,0.5258,0.2575
24650,1,0.36806,0.63194,client1.log,0.346,0.3938,0.3433,0.3891
24650,2,0.368354,0.631646,client2.log,0.3584,0.3505,0.4053,0.3591
24650,3,0.370076,0.629924,client3.log,0.3951,0.3045,0.4082,0.3726
24650,4,0.368124,0.631876,client4.log,0.3459,0.3855,0.3534,0.3876
24700,0,0.372588,0.627412,client0.log,0.4165,0.4325,0.2809,0.3605
24700,1,0.367825,0.632175,client1.log,0.3523,0.3807,0.3523,0.386
24700,2,0.368176,0.631824,client2.log,0.3725,0.3918,0.3444,0.364
24700,3,0.367762,0.632238,client3.log,0.37,0.3692,0.3657,0.3662
24700,4,0.38957,0.61043,client4.log,0.4768,0.2367,0.5508,0.294
24750,0,0.370142,0.629858,client0.log,0.3178,0.3907,0.3404,0.4317
24750,1,0.370142,0.629858,client1.log,0.4412,0.3329,0.3754,0.331
24750,2,0.368365,0.631635,client2.log,0.3753,0.391,0.3747,0.3325
24750,3,0.37257,0.62743,client3.log,0.4246,0.3223,0.4385,0.3049
24750,4,0.370797,0.629203,client4.log,0.3184,0.3836,0.3354,0.4457
24800,0,0.38173,0.61827,client0.log,0.2535,0.3478,0.3773,0.5484
24800,1,0.369078,0.630922,client1.log,0.4134,0.3952,0.3388,0.3289
24800,2,0.370943,0.629057,client2.log,0.3852,0.3125,0.4433,0.3427
24800,3,0.373156,0.626844,client3.log,0.287,0.369,0.3711,0.4655
24800,4,0.36764,0.63236,client4.log,0.3669,0.3643,0.3698,0.3696
24850,0,0.377554,0.622446,client0.log,0.2452,0.4185,0.3849,0.4617
24850,1,0.367804,0.632196,client1.log,0.3647,0.3703,0.3486,0.3876
24850,2,0.368488,0.631512,client2.log,0.4056,0.3667,0.3609,0.3408
24850,3,0.370925,0.629075,client3.log,0.3066,0.367,0.3668,0.4433
24850,4,0.368962,0.631038,client4.log,0.3509,0.3293,0.3827,0.4129
24900,0,0.381839,0.618161,client0.log,0.43,0.2651,0.5305,0.3017
24900,1,0.371864,0.628136,client1.log,0.4188,0.2985,0.4346,0.3355
24900,2,0.376551,0.623449,client2.log,0.4906,0.3303,0.4099,0.2755
24900,3,0.369666,0.630334,client3.log,0.3215,0.3442,0.4057,0.4073
24900,4,0.368538,0.631462,client4.log,0.3889,0.3923,0.3314,0.3615
24950,0,0.36785,0.63215,client0.log,0.3421,0.3768,0.3823,0.3702
24950,1,0.369106,0.630894,client1.log,0.3319,0.4032,0.3394,0.402
24950,2,0.373088,0.626912,client2.log,0.3417,0.4395,0.2873,0.4239
24950,3,0.369099,0.630901,client3.log,0.4127,0.3754,0.3628,0.3255
24950,4,0.370677,0.629323,client4.log,0.3205,0.326,0.4232,0.4129
25000,0,0.367969,0.632031,client0.log,0.3834,0.3818,0.3391,0.3676
25000,1,0.369469,0.630531,client1.log,0.3317,0.4227,0.3328,0.3907
25000,2,0.371341,0.628659,client2.log,0.4421,0.3949,0.3413,0.307
25000,3,0.368495,0.631505,client3.log,0.3422,0.3743,0.354,0.4036
25000,4,0.379529,0.620471,client4.log,0.2864,0.4866,0.2848,0.4603
25050,0,0.372251,0.627749,client0.log,0.3899,0.3088,0.4637,0.3267
25050,1,0.367577,0.632423,client1.log,0.364,0.359,0.3838,0.3635
25050,2,0.370455,0.629545,client2.log,0.427,0.334,0.402,0.3188
25050,3,0.368245,0.631755,client3.log,0.3606,0.3927,0.3776,0.3421
25050,4,0.372117,0.627883,client4.log,0.3198,0.4243,0.3098,0.4345
25100,0,0.36794,0.63206,client0.log,0.3813,0.3474,0.3883,0.3547
25100,1,0.36845,0.63155,client1.log,0.3698,0.3367,0.4118,0.3555
25100,2,0.379274,0.620726,client2.log,0.2863,0.4506,0.2881,0.4921
25100,3,0.370535,0.629465,client3.log,0.4403,0.3315,0.3836,0.3267
25100,4,0.367813,0.632187,client4.log,0.3697,0.3721,0.3805,0.349
25150,0,0.368208,0.631792,client0.log,0.3605,0.3317,0.3917,0.3889
25150,1,0.368178,0.631822,client1.log,0.3839,0.3461,0.3992,0.3435
25150,2,0.375351,0.624649,client2.log,0.439,0.2952,0.4607,0.3065
25150,3,0.368019,0.631981,client3.log,0.3696,0.3881,0.3652,0.3492
25150,4,0.368048,0.631952,client4.log,0.3772,0.392,0.359,0.3439
25200,0,0.370678,0.629322,client0.log,0.3812,0.3065,0.4402,0.3548
25200,1,0.367591,0.632409,client1.log,0.3747,0.3574,0.3659,0.3724
25200,2,0.367952,0.632047,client2.log,0.3495,0.3849,0.3595,0.3779
25200,3,0.369569,0.630431,client3.log,0.3324,0.3365,0.4185,0.3908
25200,4,0.369533,0.630467,client4.log,0.3878,0.3129,0.4109,0.3664
25250,0,0.43048,0.56952,client0.log,0.1628,0.5296,0.2831,0.7464
25250,1,0.379735,0.620265,client1.log,0.3353,0.5388,0.2676,0.3773
25250,2,0.368513,0.631487,client2.log,0.3768,0.3387,0.3558,0.4028
25250,3,0.368578,0.631422,client3.log,0.33,0.393,0.3691,0.3822
25250,4,0.371481,0.628519,client4.log,0.3035,0.3871,0.347,0.4484
25300,0,0.371282,0.628718,client0.log,0.4018,0.3021,0.4416,0.3397
25300,1,0.370694,0.629306,client1.log,0.3881,0.3987,0.2904,0.4055
25300,2,0.371258,0.628742,client2.log,0.4281,0.3156,0.4159,0.3253
25300,3,0.371229,0.628771,client3.log,0.4269,0.3082,0.4138,0.336
25300,4,0.371323,0.628677,client4.log,0.3054,0.3991,0.3405,0.4403
25350,0,0.379492,0.620508,client0.log,0.3103,0.5011,0.2663,0.4403
25350,1,0.395967,0.604033,client1.log,0.2286,0.5264,0.2726,0.5563
25350,2,0.372604,0.627396,client2.log,0.3175,0.4196,0.3087,0.4446
25350,3,0.37778,0.62222,client3.log,0.2588,0.4409,0.3403,0.4711
25350,4,0.374237,0.625763,client4.log,0.4682,0.3366,0.408,0.2841
25400,0,0.367446,0.632554,client0.log,0.3603,0.3664,0.3748,0.3683
25400,1,0.368506,0.631495,client1.log,0.335,0.3554,0.369,0.4146
25400,2,0.383434,0.616566,client2.log,0.4731,0.2801,0.5096,0.271
25400,3,0.367821,0.632179,client3.log,0.369,0.363,0.3773,0.362
25400,4,0.37753,0.62247,client4.log,0.4523,0.2895,0.4739,0.2945
25450,0,0.367782,0.632218,client0.log,0.3519,0.3732,0.39,0.356
25450,1,0.368467,0.631533,client1.log,0.3311,0.3851,0.3547,0.403
25450,2,0.370285,0.629715,client2.log,0.4234,0.3072,0.3925,0.358
25450,3,0.368234,0.631766,client3.log,0.3485,0.3701,0.3567,0.3977
25450,4,0.368364,0.631636,client4.log,0.3664,0.3993,0.3342,0.3735
25500,0,0.369838,0.630162,client0.log,0.393,0.4264,0.3329,0.3271
25500,1,0.378106,0.621894,client1.log,0.2533,0.4048,0.3599,0.4946
25500,2,0.369102,0.630898,client2.log,0.3327,0.3723,0.3511,0.4204
25500,3,0.370195,0.629805,client3.log,0.3187,0.3676,0.3571,0.4375
25500,4,0.373088,0.626912,client4.log,0.3442,0.2849,0.4195,0.4437
25550,0,0.368737,0.631263,client0.log,0.4056,0.3477,0.3301,0.3915
25550,1,0.368929,0.631071,client1.log,0.3671,0.3199,0.4126,0.3761
25550,2,0.388064,0.611936,client2.log,0.2616,0.5021,0.2669,0.5217
25550,3,0.37519,0.62481,client3.log,0.264,0.4147,0.3682,0.4538
25550,4,0.386404,0.613596,client4.log,0.2604,0.4794,0.2767,0.5291
25600,0,0.371001,0.628999,client0.log,0.3255,0.4173,0.3152,0.426
25600,1,0.369205,0.630795,client1.log,0.405,0.349,0.4007,0.3221
25600,2,0.370009,0.629991,client2.log,0.3464,0.4096,0.3152,0.4089
25600,3,0.371098,0.628902,client3.log,0.3183,0.4185,0.3249,0.4226
25600,4,0.3693,0.6307,client4.log,0.3611,0.4197,0.3212,0.3752
25650,0,0.369199,0.630801,client0.log,0.3964,0.3427,0.4102,0.3274
25650,1,0.372076,0.627924,client1.log,0.3235,0.3099,0.4573,0.3975
25650,2,0.368287,0.631713,client2.log,0.401,0.3456,0.3682,0.3584
25650,3,0.375266,0.624734,client3.log,0.4477,0.2869,0.4498,0.3167
25650,4,0.36998,0.63002,client4.log,0.4182,0.3732,0.3831,0.3054
25700,0,0.374611,0.625389,client0.log,0.2813,0.4322,0.329,0.456
25700,1,0.369441,0.630559,client1.log,0.414,0.3957,0.3499,0.3182
25700,2,0.376675,0.623325,client2.log,0.4698,0.2885,0.4451,0.3032
25700,3,0.371618,0.628382,client3.log,0.3378,0.4041,0.3045,0.4401
25700,4,0.375533,0.624467,client4.log,0.3192,0.2939,0.497,0.3921
25750,0,0.36842,0.63158,client0.log,0.3926,0.3631,0.3274,0.3906
25750,1,0.37028,0.62972,client1.log,0.4299,0.372,0.374,0.3052
25750,2,0.36789,0.63211,client2.log,0.3817,0.3679,0.3658,0.3561
25750,3,0.37465,0.62535,client3.log,0.304,0.4353,0.303,0.4563
25750,4,0.370496,0.629504,client4.log,0.4125,0.2979,0.3922,0.3793
25800,0,0.368017,0.631983,client0.log,0.3915,0.3821,0.3407,0.3577
25800,1,0.367721,0.63228,client1.log,0.3768,0.3842,0.3519,0.358
25800,2,0.371172,0.628828,client2.log,0.4415,0.3194,0.3987,0.3251
25800,3,0.368334,0.631666,client3.log,0.3892,0.3673,0.3803,0.3365
25800,4,0.369233,0.630767,client4.log,0.3332,0.3708,0.3476,0.4253
25850,0,0.367602,0.632398,client0.log,0.3772,0.3681,0.3589,0.3662
25850,1,0.367664,0.632336,client1.log,0.3514,0.3901,0.3583,0.3709
25850,2,0.372286,0.627714,client2.log,0.3459,0.4171,0.2918,0.4344
25850,3,0.368008,0.631992,client3.log,0.3573,0.3905,0.3632,0.3611
25850,4,0.36997,0.63003,client4.log,0.3506,0.324,0.4379,0.3674
25900,0,0.372197,0.627803,client0.log,0.4706,0.3249,0.3774,0.3159
25900,1,0.369235,0.630765,client1.log,0.4195,0.3843,0.3286,0.3444
25900,2,0.369947,0.630053,client2.log,0.3282,0.4121,0.3312,0.4082
25900,3,0.391047,0.608953,client3.log,0.2945,0.5216,0.2298,0.5183
25900,4,0.36933,0.63067,client4.log,0.4051,0.3526,0.3993,0.3203
25950,0,0.370652,0.629348,client0.log,0.3248,0.408,0.3213,0.4285
25950,1,0.3731,0.6269,client1.log,0.2935,0.3414,0.3863,0.4712
25950,2,0.381018,0.618982,client2.log,0.4556,0.2737,0.5034,0.2913
25950,3,0.372243,0.627757,client3.log,0.3074,0.4019,0.3276,0.4521
25950,4,0.375655,0.624345,client4.log,0.4599,0.3755,0.4077,0.2596
26000,0,0.368216,0.631784,client0.log,0.3534,0.3844,0.3375,0.3976
26000,1,0.370608,0.629392,client1.log,0.3923,0.3045,0.4318,0.3538
26000,2,0.375048,0.624952,client2.log,0.3129,0.4372,0.2907,0.4594
26000,3,0.368982,0.631018,client3.log,0.348,0.3327,0.4059,0.3893
26000,4,0.370094,0.629906,client4.log,0.3496,0.338,0.4464,0.3464
26050,0,0.367901,0.632099,client0.log,0.342,0.3735,0.3874,0.3686
26050,1,0.367848,0.632152,client1.log,0.3408,0.3693,0.3786,0.3827
26050,2,0.370246,0.629754,client2.log,0.382,0.3908,0.3004,0.4077
26050,3,0.368381,0.631619,client3.log,0.3888,0.3618,0.3861,0.3368
26050,4,0.367807,0.632193,client4.log,0.3645,0.3845,0.3544,0.3679
26100,0,0.368157,0.631843,client0.log,0.3534,0.3462,0.4037,0.3694
26100,1,0.37046,0.62954,client1.log,0.3508,0.4103,0.3032,0.4175
26100,2,0.373019,0.626981,client2.log,0.3018,0.4181,0.322,0.4502
26100,3,0.368824,0.631176,client3.log,0.3662,0.4099,0.3312,0.368
26100,4,0.371598,0.628402,client4.log,0.301,0.386,0.3497,0.4497
26150,0,0.377801,0.622199,client0.log,0.4826,0.3159,0.4425,0.2702
26150,1,0.367594,0.632406,client1.log,0.3701,0.3761,0.3554,0.3689
26150,2,0.370086,0.629914,client2.log,0.411,0.3776,0.3875,0.3042
26150,3,0.368974,0.631026,client3.log,0.4104,0.3429,0.3846,0.338
26150,4,0.371088,0.628912,client4.log,0.3438,0.3929,0.307,0.4407
